filename,replication_factor,consistency,workload,threads,overall_runtime_ms,overall_throughput_ops_sec,read_operations,read_averagelatency_us,read_minlatency_us,read_maxlatency_us,read_95thpercentilelatency_us,read_99thpercentilelatency_us,update_operations,update_averagelatency_us,update_minlatency_us,update_maxlatency_us,update_95thpercentilelatency_us,update_99thpercentilelatency_us,cleanup_operations,cleanup_averagelatency_us,cleanup_minlatency_us,cleanup_maxlatency_us,cleanup_95thpercentilelatency_us,cleanup_99thpercentilelatency_us,insert_operations,insert_averagelatency_us,insert_minlatency_us,insert_maxlatency_us,insert_95thpercentilelatency_us,insert_99thpercentilelatency_us,scan_operations,scan_averagelatency_us,scan_minlatency_us,scan_maxlatency_us,scan_95thpercentilelatency_us,scan_99thpercentilelatency_us,read_modify_write_operations,read_modify_write_averagelatency_us,read_modify_write_minlatency_us,read_modify_write_maxlatency_us,read_modify_write_95thpercentilelatency_us,read_modify_write_99thpercentilelatency_us
ycsb_rf1_none_workloadc_threads128.log,1,none,c,128,988.0,1012.1457489878543,1000.0,63508.827,384.0,355071.0,333823.0,347647.0,,,,,,,128.0,0.015625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads16.log,1,none,c,16,635.0,1574.8031496062993,1000.0,5676.359,289.0,178431.0,12295.0,174719.0,,,,,,,16.0,0.0625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads2.log,1,none,c,2,599.0,1669.449081803005,1000.0,712.23,276.0,82751.0,1057.0,1909.0,,,,,,,2.0,2.0,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads256.log,1,none,c,256,1333.0,750.1875468867216,1000.0,173287.405,508.0,532479.0,506367.0,521983.0,,,,,,,256.0,0.05078125,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads32.log,1,none,c,32,717.0,1394.700139470014,1000.0,12127.206,314.0,197375.0,35519.0,194175.0,,,,,,,32.0,0.03125,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads4.log,1,none,c,4,536.0,1865.6716417910447,1000.0,1168.487,305.0,81919.0,1752.0,3085.0,,,,,,,4.0,0.25,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads64.log,1,none,c,64,827.0,1209.1898428053205,1000.0,28233.28,290.0,251007.0,231935.0,244223.0,,,,,,,64.0,0.015625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadc_threads8.log,1,none,c,8,568.0,1760.5633802816901,1000.0,2442.904,333.0,155135.0,2793.0,12415.0,,,,,,,8.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads1.log,1,none,d,1,807.0,1239.1573729863692,968.0,549.5123966942149,282.0,65151.0,881.0,1572.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1354.8125,547.0,14223.0,1569.0,14223.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads128.log,1,none,d,128,956.0,1046.0251046025105,949.0,66248.39831401475,379.0,343295.0,321535.0,335359.0,,,,,,,128.0,0.0078125,0.0,1.0,0.0,0.0,51.0,42711.509803921566,973.0,391167.0,358911.0,377343.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads16.log,1,none,d,16,559.0,1788.9087656529516,953.0,4630.417628541448,379.0,147199.0,7987.0,143999.0,,,,,,,16.0,0.0625,0.0,1.0,0.0,1.0,47.0,5216.063829787234,690.0,158719.0,5775.0,158719.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads2.log,1,none,d,2,647.0,1545.595054095827,939.0,787.1150159744409,275.0,82175.0,1156.0,1780.0,,,,,,,2.0,0.5,0.0,1.0,1.0,1.0,61.0,1170.704918032787,598.0,16311.0,1589.0,1742.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads256.log,1,none,d,256,1368.0,730.9941520467836,963.0,160803.72585669783,429.0,513279.0,489215.0,503295.0,,,,,,,256.0,0.01953125,0.0,3.0,0.0,0.0,37.0,148761.2972972973,1930.0,527359.0,511743.0,527359.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads32.log,1,none,d,32,721.0,1386.9625520110958,938.0,12605.544776119403,345.0,212223.0,29295.0,207359.0,,,,,,,32.0,0.03125,0.0,1.0,0.0,1.0,62.0,4066.1451612903224,663.0,56831.0,12031.0,37823.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads4.log,1,none,d,4,536.0,1865.6716417910447,940.0,1095.6765957446808,312.0,80639.0,1488.0,3323.0,,,,,,,4.0,0.25,0.0,1.0,1.0,1.0,60.0,1804.0666666666666,618.0,22063.0,1655.0,18175.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads64.log,1,none,d,64,816.0,1225.4901960784314,951.0,27528.500525762356,324.0,240127.0,223871.0,233983.0,,,,,,,64.0,0.015625,0.0,1.0,0.0,0.0,49.0,16321.775510204081,670.0,267007.0,31455.0,267007.0,,,,,,,,,,,,
ycsb_rf1_none_workloadd_threads8.log,1,none,d,8,541.0,1848.4288354898335,950.0,2168.441052631579,368.0,134655.0,2977.0,7635.0,,,,,,,8.0,0.125,0.0,1.0,1.0,1.0,50.0,4126.88,750.0,145407.0,2147.0,145407.0,,,,,,,,,,,,
ycsb_rf1_none_workloade_threads1.log,1,none,e,1,2340.0,427.35042735042737,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1153.02,517.0,13999.0,1253.0,13999.0,950.0,2157.587368421053,390.0,122559.0,3467.0,4831.0,,,,,,
ycsb_rf1_none_workloade_threads128.log,1,none,e,128,1264.0,791.1392405063291,,,,,,,,,,,,,128.0,0.0234375,0.0,1.0,0.0,1.0,50.0,63464.68,1154.0,402943.0,396287.0,402943.0,950.0,97893.30315789474,2454.0,393471.0,365311.0,383231.0,,,,,,
ycsb_rf1_none_workloade_threads16.log,1,none,e,16,845.0,1183.4319526627219,,,,,,,,,,,,,16.0,0.0625,0.0,1.0,0.0,1.0,55.0,3142.490909090909,695.0,19631.0,13647.0,17151.0,945.0,9500.333333333334,639.0,179967.0,17055.0,169983.0,,,,,,
ycsb_rf1_none_workloade_threads2.log,1,none,e,2,1415.0,706.7137809187279,,,,,,,,,,,,,2.0,0.5,0.0,1.0,1.0,1.0,69.0,1159.376811594203,506.0,15431.0,1652.0,2081.0,931.0,2431.0730397422126,398.0,88063.0,3835.0,10135.0,,,,,,
ycsb_rf1_none_workloade_threads256.log,1,none,e,256,1796.0,556.7928730512249,,,,,,,,,,,,,256.0,0.01171875,0.0,1.0,0.0,0.0,58.0,230092.0172413793,1137.0,782847.0,767999.0,778751.0,942.0,252436.4416135881,5748.0,787455.0,724991.0,770047.0,,,,,,
ycsb_rf1_none_workloade_threads32.log,1,none,e,32,1020.0,980.3921568627451,,,,,,,,,,,,,32.0,0.03125,0.0,1.0,0.0,1.0,53.0,6153.264150943396,870.0,223615.0,3685.0,12151.0,947.0,22494.338965153114,714.0,289279.0,35359.0,272383.0,,,,,,
ycsb_rf1_none_workloade_threads4.log,1,none,e,4,1117.0,895.2551477170994,,,,,,,,,,,,,4.0,0.5,0.0,2.0,2.0,2.0,44.0,1440.2045454545455,591.0,17615.0,1885.0,17615.0,956.0,3517.8190376569037,474.0,122879.0,4775.0,16639.0,,,,,,
ycsb_rf1_none_workloade_threads64.log,1,none,e,64,1086.0,920.8103130755064,,,,,,,,,,,,,64.0,0.03125,0.0,2.0,0.0,0.0,61.0,30244.55737704918,899.0,297727.0,281599.0,289535.0,939.0,46186.384451544196,2168.0,359679.0,288511.0,348671.0,,,,,,
ycsb_rf1_none_workloade_threads8.log,1,none,e,8,927.0,1078.7486515641856,,,,,,,,,,,,,8.0,0.125,0.0,1.0,1.0,1.0,49.0,1991.0,578.0,22799.0,2093.0,22799.0,951.0,5426.032597266036,460.0,182783.0,8703.0,20175.0,,,,,,
ycsb_rf1_none_workloadf_threads1.log,1,none,f,1,1041.0,960.6147934678194,1000.0,494.012,269.0,63871.0,720.0,1244.0,501.0,623.125748502994,369.0,23759.0,990.0,1694.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,501.0,1202.614770459082,661.0,73023.0,1759.0,3167.0
ycsb_rf1_none_workloadf_threads128.log,1,none,f,128,980.0,1020.4081632653061,1000.0,60356.506,424.0,318975.0,302079.0,314111.0,485.0,6538.2494845360825,435.0,52031.0,24479.0,34559.0,128.0,0.015625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,485.0,64172.62268041237,863.0,388863.0,337407.0,356863.0
ycsb_rf1_none_workloadf_threads16.log,1,none,f,16,643.0,1555.2099533437015,1000.0,4816.357,335.0,157695.0,8983.0,153983.0,506.0,1915.3636363636363,441.0,21311.0,5275.0,20495.0,16.0,0.0625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,506.0,6556.573122529644,837.0,178431.0,13671.0,173567.0
ycsb_rf1_none_workloadf_threads2.log,1,none,f,2,760.0,1315.7894736842106,1000.0,712.049,262.0,83071.0,980.0,1783.0,497.0,643.3098591549295,374.0,3497.0,1111.0,1660.0,2.0,0.5,0.0,1.0,1.0,1.0,,,,,,,,,,,,,497.0,1380.0020120724346,668.0,93311.0,1996.0,3409.0
ycsb_rf1_none_workloadf_threads256.log,1,none,f,256,1302.0,768.0491551459294,1000.0,150484.53,386.0,484607.0,447999.0,466175.0,513.0,25700.087719298244,462.0,153087.0,92927.0,105663.0,256.0,0.0390625,0.0,6.0,0.0,1.0,,,,,,,,,,,,,513.0,178432.4814814815,854.0,551423.0,519423.0,543231.0
ycsb_rf1_none_workloadf_threads32.log,1,none,f,32,709.0,1410.4372355430182,1000.0,10774.052,335.0,180479.0,18319.0,175743.0,520.0,2284.7173076923077,450.0,31263.0,6123.0,28943.0,32.0,0.09375,0.0,1.0,1.0,1.0,,,,,,,,,,,,,520.0,13505.596153846154,907.0,209279.0,20303.0,203775.0
ycsb_rf1_none_workloadf_threads4.log,1,none,f,4,649.0,1540.8320493066255,1000.0,1077.721,265.0,87807.0,1256.0,2657.0,486.0,1054.397119341564,361.0,58271.0,1571.0,6759.0,4.0,0.25,0.0,1.0,1.0,1.0,,,,,,,,,,,,,486.0,2001.1810699588477,649.0,96895.0,3021.0,8287.0
ycsb_rf1_none_workloadf_threads64.log,1,none,f,64,849.0,1177.8563015312131,1000.0,27734.463,291.0,251007.0,235391.0,245759.0,498.0,4039.413654618474,431.0,41791.0,32511.0,39295.0,64.0,0.015625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,498.0,34847.27510040161,845.0,294911.0,279551.0,291327.0
ycsb_rf1_none_workloadf_threads8.log,1,none,f,8,574.0,1742.1602787456445,1000.0,1978.31,325.0,128319.0,2153.0,8567.0,495.0,1054.1858585858586,419.0,6807.0,1813.0,4979.0,8.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,495.0,3115.1757575757574,761.0,142335.0,3397.0,13055.0
ycsb_rf1_strong_workloada_threads1.log,1,strong,a,1,914.0,1094.0919037199126,484.0,772.595041322314,413.0,64703.0,1198.0,1709.0,516.0,590.9437984496124,389.0,3121.0,988.0,1583.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads128.log,1,strong,a,128,844.0,1184.8341232227488,487.0,48034.556468172486,956.0,325375.0,303615.0,317695.0,513.0,50376.5828460039,1061.0,322047.0,306431.0,319231.0,128.0,0.0078125,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads16.log,1,strong,a,16,586.0,1706.4846416382252,498.0,5321.369477911647,555.0,190463.0,10399.0,186495.0,502.0,4901.519920318725,624.0,190079.0,3657.0,187391.0,16.0,0.0625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads2.log,1,strong,a,2,691.0,1447.178002894356,486.0,921.8765432098766,424.0,80127.0,1528.0,2263.0,514.0,849.5953307392996,389.0,79615.0,1283.0,1917.0,2.0,0.5,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads256.log,1,strong,a,256,1169.0,855.4319931565441,496.0,130066.3245967742,820.0,494847.0,473343.0,486911.0,504.0,128120.82142857143,918.0,495871.0,466687.0,487679.0,256.0,0.0078125,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads32.log,1,strong,a,32,642.0,1557.632398753894,505.0,10982.148514851486,693.0,172287.0,36863.0,169599.0,495.0,8176.056565656566,657.0,169855.0,22895.0,166911.0,32.0,0.03125,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads4.log,1,strong,a,4,601.0,1663.8935108153078,447.0,1733.062639821029,461.0,83263.0,1741.0,38559.0,553.0,1116.1808318264013,391.0,81215.0,1921.0,2883.0,4.0,0.25,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads64.log,1,strong,a,64,720.0,1388.888888888889,515.0,24569.398058252427,831.0,235007.0,221055.0,232447.0,485.0,20191.498969072163,957.0,235007.0,215295.0,230527.0,64.0,0.015625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloada_threads8.log,1,strong,a,8,553.0,1808.3182640144666,492.0,2953.8414634146343,544.0,129151.0,3071.0,126335.0,508.0,1769.8543307086613,508.0,126463.0,2549.0,6679.0,8.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads1.log,1,strong,b,1,930.0,1075.268817204301,953.0,699.3200419727177,380.0,65311.0,1070.0,1724.0,47.0,657.0851063829788,401.0,3283.0,1104.0,3283.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads128.log,1,strong,b,128,896.0,1116.0714285714287,938.0,56288.29424307036,731.0,361215.0,342015.0,356095.0,62.0,27716.548387096773,1137.0,346367.0,31775.0,344319.0,128.0,0.0078125,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads16.log,1,strong,b,16,606.0,1650.1650165016501,943.0,5556.078472958643,716.0,186879.0,10615.0,183551.0,57.0,2277.0,895.0,9287.0,8079.0,9207.0,16.0,0.0625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads2.log,1,strong,b,2,701.0,1426.5335235378031,965.0,907.1668393782384,421.0,81087.0,1458.0,2105.0,35.0,716.1428571428571,449.0,2725.0,909.0,2725.0,2.0,0.5,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads256.log,1,strong,b,256,1284.0,778.816199376947,948.0,152004.08860759492,1351.0,554495.0,527359.0,543231.0,52.0,116006.15384615384,1455.0,552959.0,502015.0,528383.0,256.0,0.015625,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads32.log,1,strong,b,32,664.0,1506.0240963855422,956.0,10256.267782426778,648.0,184959.0,30479.0,181119.0,44.0,7450.977272727273,1726.0,177279.0,8023.0,177279.0,32.0,0.03125,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads4.log,1,strong,b,4,596.0,1677.8523489932886,949.0,1336.1517386722867,411.0,86911.0,1789.0,3275.0,51.0,2160.235294117647,460.0,32543.0,2507.0,32527.0,4.0,0.25,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads64.log,1,strong,b,64,714.0,1400.5602240896358,957.0,20662.33542319749,932.0,226175.0,204927.0,219647.0,43.0,21584.511627906977,855.0,210431.0,199039.0,210431.0,64.0,0.015625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadb_threads8.log,1,strong,b,8,562.0,1779.3594306049822,938.0,2514.7921108742003,495.0,136191.0,3177.0,8199.0,62.0,1310.241935483871,481.0,5971.0,2561.0,3711.0,8.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads1.log,1,strong,c,1,919.0,1088.139281828074,1000.0,685.479,398.0,64479.0,1097.0,1681.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads128.log,1,strong,c,128,847.0,1180.637544273908,1000.0,53101.567,1019.0,346367.0,327167.0,340735.0,,,,,,,128.0,0.0078125,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads16.log,1,strong,c,16,610.0,1639.344262295082,1000.0,4815.722,566.0,152703.0,8783.0,148863.0,,,,,,,16.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads2.log,1,strong,c,2,706.0,1416.4305949008499,1000.0,922.157,407.0,83839.0,1467.0,2217.0,,,,,,,2.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads256.log,1,strong,c,256,1178.0,848.8964346349745,1000.0,154867.542,1044.0,603647.0,542207.0,577023.0,,,,,,,256.0,0.00390625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads32.log,1,strong,c,32,635.0,1574.8031496062993,1000.0,10444.84,580.0,193663.0,37183.0,189823.0,,,,,,,32.0,0.03125,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads4.log,1,strong,c,4,684.0,1461.9883040935672,1000.0,1734.925,422.0,115839.0,2025.0,10703.0,,,,,,,4.0,0.5,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads64.log,1,strong,c,64,752.0,1329.787234042553,1000.0,22108.867,832.0,234239.0,217471.0,229631.0,,,,,,,64.0,0.046875,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadc_threads8.log,1,strong,c,8,560.0,1785.7142857142858,1000.0,2425.003,444.0,135551.0,3053.0,7351.0,,,,,,,8.0,0.25,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads1.log,1,strong,d,1,968.0,1033.0578512396694,948.0,713.918776371308,430.0,64511.0,1053.0,1680.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,52.0,1172.3461538461538,509.0,13655.0,1802.0,2645.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads128.log,1,strong,d,128,920.0,1086.9565217391305,960.0,55253.55625,1002.0,358399.0,335871.0,349439.0,,,,,,,128.0,0.0078125,0.0,1.0,0.0,0.0,40.0,77376.325,2348.0,398335.0,386559.0,398335.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads16.log,1,strong,d,16,674.0,1483.679525222552,946.0,6103.496828752643,604.0,269055.0,6723.0,265215.0,,,,,,,16.0,0.0625,0.0,1.0,0.0,1.0,54.0,12580.462962962964,1094.0,283135.0,3971.0,283135.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads2.log,1,strong,d,2,746.0,1340.4825737265417,946.0,867.8890063424947,401.0,79487.0,1491.0,2163.0,,,,,,,2.0,0.5,0.0,1.0,1.0,1.0,54.0,3374.277777777778,648.0,88895.0,1220.0,47295.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads256.log,1,strong,d,256,1219.0,820.3445447087777,948.0,144445.21097046413,737.0,581631.0,563711.0,576511.0,,,,,,,256.0,0.00390625,0.0,1.0,0.0,0.0,52.0,213748.1923076923,1431.0,710655.0,703999.0,709631.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads32.log,1,strong,d,32,630.0,1587.3015873015872,951.0,9963.411146161934,727.0,181759.0,24943.0,177535.0,,,,,,,32.0,0.0625,0.0,2.0,0.0,2.0,49.0,8727.040816326531,786.0,189567.0,24911.0,189567.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads4.log,1,strong,d,4,620.0,1612.9032258064517,958.0,1497.7567849686848,401.0,83071.0,1878.0,3533.0,,,,,,,4.0,0.25,0.0,1.0,1.0,1.0,42.0,1527.5714285714287,570.0,20559.0,1685.0,20559.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads64.log,1,strong,d,64,776.0,1288.659793814433,950.0,23793.205263157895,866.0,261247.0,244223.0,256383.0,,,,,,,64.0,0.015625,0.0,1.0,0.0,0.0,50.0,22049.6,1705.0,263167.0,260607.0,263167.0,,,,,,,,,,,,
ycsb_rf1_strong_workloadd_threads8.log,1,strong,d,8,621.0,1610.3059581320451,947.0,2751.23020063358,482.0,194431.0,2301.0,6935.0,,,,,,,8.0,0.125,0.0,1.0,1.0,1.0,53.0,5304.264150943396,643.0,201599.0,2343.0,5571.0,,,,,,,,,,,,
ycsb_rf1_strong_workloade_threads1.log,1,strong,e,1,2135.0,468.384074941452,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,55.0,1107.2363636363636,499.0,14743.0,1483.0,1718.0,945.0,1946.068783068783,443.0,72447.0,3249.0,4563.0,,,,,,
ycsb_rf1_strong_workloade_threads128.log,1,strong,e,128,1210.0,826.4462809917355,,,,,,,,,,,,,128.0,0.0078125,0.0,1.0,0.0,0.0,55.0,108362.72727272728,1882.0,603647.0,591871.0,596991.0,945.0,88698.31957671957,1072.0,524799.0,457471.0,506367.0,,,,,,
ycsb_rf1_strong_workloade_threads16.log,1,strong,e,16,823.0,1215.0668286755772,,,,,,,,,,,,,16.0,0.0625,0.0,1.0,0.0,1.0,42.0,12449.47619047619,1283.0,197759.0,6059.0,197759.0,958.0,8605.86012526096,961.0,233983.0,14183.0,205439.0,,,,,,
ycsb_rf1_strong_workloade_threads2.log,1,strong,e,2,1364.0,733.1378299120234,,,,,,,,,,,,,2.0,0.5,0.0,1.0,1.0,1.0,57.0,1172.3684210526317,620.0,16343.0,1706.0,2501.0,943.0,2307.7571580063627,459.0,87935.0,3599.0,5119.0,,,,,,
ycsb_rf1_strong_workloade_threads256.log,1,strong,e,256,1730.0,578.0346820809249,,,,,,,,,,,,,256.0,0.01171875,0.0,1.0,0.0,0.0,49.0,283482.20408163266,11928.0,912383.0,898559.0,912383.0,951.0,266665.21871713985,3674.0,905215.0,868351.0,890367.0,,,,,,
ycsb_rf1_strong_workloade_threads32.log,1,strong,e,32,891.0,1122.334455667789,,,,,,,,,,,,,32.0,0.03125,0.0,1.0,0.0,1.0,44.0,15370.431818181818,2312.0,196863.0,11423.0,196863.0,956.0,17138.899581589958,630.0,260095.0,25887.0,250367.0,,,,,,
ycsb_rf1_strong_workloade_threads4.log,1,strong,e,4,989.0,1011.1223458038422,,,,,,,,,,,,,4.0,0.25,0.0,1.0,1.0,1.0,61.0,1414.5409836065573,656.0,17055.0,2401.0,2945.0,939.0,3038.205537806177,530.0,110079.0,4619.0,13951.0,,,,,,
ycsb_rf1_strong_workloade_threads64.log,1,strong,e,64,979.0,1021.4504596527069,,,,,,,,,,,,,64.0,0.015625,0.0,1.0,0.0,0.0,42.0,35368.90476190476,5384.0,276479.0,272383.0,276479.0,958.0,39737.274530271396,1669.0,373503.0,289791.0,365311.0,,,,,,
ycsb_rf1_strong_workloade_threads8.log,1,strong,e,8,867.0,1153.4025374855826,,,,,,,,,,,,,8.0,0.125,0.0,1.0,1.0,1.0,52.0,4851.788461538462,773.0,166143.0,3257.0,4151.0,948.0,4683.1740506329115,533.0,171647.0,9943.0,23647.0,,,,,,
ycsb_rf1_strong_workloadf_threads1.log,1,strong,f,1,1227.0,814.9959250203749,1000.0,704.358,395.0,65471.0,1000.0,1620.0,501.0,573.2435129740519,372.0,3313.0,960.0,1602.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,501.0,1326.2854291417166,797.0,74559.0,1925.0,3129.0
ycsb_rf1_strong_workloadf_threads128.log,1,strong,f,128,918.0,1089.3246187363834,1000.0,53339.639,628.0,350463.0,326655.0,342783.0,494.0,12935.892712550607,694.0,67839.0,42751.0,56831.0,128.0,0.0078125,0.0,1.0,0.0,0.0,,,,,,,,,,,,,494.0,71031.65991902835,1364.0,432383.0,392447.0,405759.0
ycsb_rf1_strong_workloadf_threads16.log,1,strong,f,16,615.0,1626.0162601626016,1000.0,4533.341,430.0,167807.0,6895.0,164351.0,485.0,1783.2412371134021,393.0,13319.0,3353.0,9415.0,16.0,0.0625,0.0,1.0,0.0,1.0,,,,,,,,,,,,,485.0,6499.661855670103,873.0,185983.0,10751.0,182911.0
ycsb_rf1_strong_workloadf_threads2.log,1,strong,f,2,930.0,1075.268817204301,1000.0,1047.065,386.0,107455.0,1286.0,2087.0,497.0,643.6981891348089,361.0,3651.0,1222.0,1612.0,2.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,497.0,1695.7907444668008,781.0,95999.0,2269.0,3723.0
ycsb_rf1_strong_workloadf_threads256.log,1,strong,f,256,1324.0,755.2870090634441,1000.0,154012.52,737.0,629759.0,605695.0,624127.0,505.0,15710.926732673268,638.0,78911.0,50847.0,75711.0,256.0,0.00390625,0.0,1.0,0.0,0.0,,,,,,,,,,,,,505.0,174910.21188118812,1538.0,736255.0,705023.0,724991.0
ycsb_rf1_strong_workloadf_threads32.log,1,strong,f,32,679.0,1472.7540500736377,1000.0,9223.822,538.0,194303.0,12359.0,190591.0,489.0,3692.3680981595094,510.0,36639.0,7103.0,32575.0,32.0,0.03125,0.0,1.0,0.0,1.0,,,,,,,,,,,,,489.0,12660.873210633947,1054.0,238463.0,35487.0,235135.0
ycsb_rf1_strong_workloadf_threads4.log,1,strong,f,4,710.0,1408.4507042253522,1000.0,1345.107,397.0,85055.0,1522.0,3287.0,487.0,942.9733059548255,373.0,65535.0,1539.0,2821.0,4.0,0.5,0.0,1.0,1.0,1.0,,,,,,,,,,,,,487.0,2784.5913757700205,774.0,96831.0,2787.0,67135.0
ycsb_rf1_strong_workloadf_threads64.log,1,strong,f,64,780.0,1282.051282051282,1000.0,22168.856,853.0,252799.0,235263.0,247807.0,480.0,6848.810416666666,712.0,45279.0,31135.0,44223.0,64.0,0.09375,0.0,6.0,0.0,0.0,,,,,,,,,,,,,480.0,27490.25625,1667.0,310783.0,290303.0,305407.0
ycsb_rf1_strong_workloadf_threads8.log,1,strong,f,8,626.0,1597.444089456869,1000.0,2331.705,437.0,146303.0,2109.0,7783.0,505.0,1148.8970297029703,459.0,7719.0,1891.0,4843.0,8.0,0.125,0.0,1.0,1.0,1.0,,,,,,,,,,,,,505.0,3211.493069306931,969.0,161535.0,3381.0,11127.0
ycsb_rf1_weak_workloada_threads1.log,1,weak,a,1,886.0,1128.6681715575621,475.0,663.0252631578948,290.0,65247.0,879.0,1476.0,525.0,639.7904761904762,383.0,3395.0,1147.0,1648.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
ycsb_rf1_weak_workloada_threads128.log,1,weak,a,128,932.0,1072.961373390558,517.0,63335.7253384913,549.0,370943.0,353791.0,365055.0,483.0,53164.19461697723,599.0,368127.0,346879.0,364543.0,128.0,0.0390625,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,
